Titulo;Ano;Avaliação Pedagógica;Caminho crítico;Categoria;UF;Municipio;Origem;Tipos ocorrências
SP - SÃO PAULO - 58380 UNISA II - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;SP;SP - SÃO PAULO;RNC;
BA - Salvador - 5824 Colégio Estadual Raymundo de Almeida Gouveia - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;BA;BA - Salvador;RNC;
RJ - NITERÓI - 52014 UFF - CAMPUS PRAIA VERMELHA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Saída antes do horário permitido;RJ;RJ - NITERÓI;RNC;
SE - NOSSA SENHORA DO SOCORRO - 3312 COLÉGIO ESTADUAL PROFESSOR LEÃO MAGNO BRASIL - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;SE;SE - NOSSA SENHORA DO SOCORRO;RNC;
RR - BOA VISTA - 51061 UNIV ESTACIO DE SA - CAMPUS ATUAL - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;RR;RR - BOA VISTA;RM;
MG - LAVRAS - 7061 CENTRO UNIVERSITÁRIO DE LAVRAS UNILAVRAS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Saída antes do horário permitido;MG;MG - LAVRAS;RNC;
RR - BOA VISTA - 51061 UNIV ESTACIO DE SA - CAMPUS ATUAL - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;RR;RR - BOA VISTA;RM;
GO - ANÁPOLIS - 4521 FACULDADE ANHANGUERA DE ANÁPOLIS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;GO;GO - ANÁPOLIS;RNC;
MG - BETIM - 6072 FACULDADE PITÁGORAS  PRÉDIO 2 - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;MG;MG - BETIM;RNC;
GO - APARECIDA DE GOIÂNIA - 4289 FACULDADE ALFREDO NASSER - UNIFAN - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;GO;GO - APARECIDA DE GOIÂNIA;RNC;
ES - VITORIA - 3843 EEEM Gomes Cardim - Eliminação de Participantes - Portar armas de qualquer espécie, ainda que detenha autorização para o respectivo porte;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Portar armas de qualquer espécie, ainda que detenha autorização para o respectivo porte;ES;ES - VITORIA;RM;
BA - SIMÕES FILHO - 2681 INSTITUTO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DA BAHIA UNIDADE SIMÕES FILHO ANTIGO CEFET - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;BA;BA - SIMÕES FILHO;RNC;
ES - COLATINA - 3965 EEEFM PROFESSORA NÉA MONTEIRO COSTA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Consulta de material;ES;ES - COLATINA;RNC;
GO - SENADOR CANEDO - 4454 ESCOLA MUNICIPAL JOÃO PEREIRA DOS SANTOS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;GO;GO - SENADOR CANEDO;RNC;
ES - COLATINA - 3965 EEEFM PROFESSORA NÉA MONTEIRO COSTA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Consulta de material;ES;ES - COLATINA;RNC;
CE - FORTALEZA - 55859 COL NOSSA SENHORA DAS GRAÇAS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Saída antes do horário permitido;CE;CE - FORTALEZA;RNC;
BA - SALVADOR - 6019 COLÉGIO ESTADUAL PLATAFORMA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;BA;BA - SALVADOR;RNC;
RS - BENTO GONÇALVES - 8849 CAMPUS UNIVERSITÁRIO DA REGIÃO DOS VINHEDOS (CARVI) - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);RS;RS - BENTO GONÇALVES;RNC;
PR - CURITIBA - 55347 UNIBRASIL - Malote - Vunerabilidade;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;PR;PR - CURITIBA;RNC;
PR - GOIOERÊ - 54873 CE DUQUE DE CAXIAS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;PR;PR - GOIOERÊ;RNC;
PR - MARINGÁ - 54739 PUC - CAMPUS MARINGA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Boletim de ocorrência;PR;PR - MARINGÁ;RNC;
RS - BENTO GONÇALVES - 8849 CAMPUS UNIVERSITÁRIO DA REGIÃO DOS VINHEDOS (CARVI) - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);RS;RS - BENTO GONÇALVES;RNC;
SP - SAO PAULO - 58245 FAC CARLOS DRUMMOND DE ANDRADE - TATUAPE - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;SP;SP - SAO PAULO;RM;
SP - DIADEMA - 54318 EE SENADOR FILINTO MULLER - Segurança Pública - Atentados contra locais de Exame (invasão / incêndio / depredação);2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Atentados contra locais de Exame (invasão / incêndio / depredação);SP;SP - DIADEMA;RM;
SE - LAGARTO - 3264 ESCOLA MUNICIPAL ADELINA MARIA DE SANTANA SOUZA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Saída antes do horário permitido;SE;SE - LAGARTO;RNC;
RJ - PARAÍBA DO SUL - 51872 CE LIONS CLUBE DE PARAIBA DO SUL - Segurança Pública - Ameaça bomba / localização artefato explosivo;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Ameaça bomba / localização artefato explosivo;RJ;RJ - PARAÍBA DO SUL;RNC;
BA - SALVADOR - 5863 COLéGIO ESTADUAL SENHOR DO BONFIM - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;BA;BA - SALVADOR;RNC;
BA - GANDU - 2078 Escola Municipal Doutor Fernando Guedes Andrade - Aplicação - Participação condicional;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Participação condicional;BA;BA - GANDU;RM;
AM - MANAUS - 50510 EE TEREZA DE JESUS AZEVEDO DE VASCONCELOS DIAS - Clima e Tempo - Tempestade torrencial;2016;Enem;2. Implementação - Aplicação do exame;Clima e Tempo - Tempestade torrencial;AM;AM - MANAUS;RNC;
BA - JUAZEIRO - 2445 COLÉGIO ESTADUAL HELENA CELESTINO MAGALHÃES - Aplicação;2016;Enem;;;;;;
GO - FORMOSA - 4092 Escola Municipal Izaíra Machado de Freitas Camargo - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;GO;GO - FORMOSA;RM;
RJ - PARAÍBA DO SUL - 51872 CE LIONS CLUBE DE PARAIBA DO SUL - Segurança Pública;2016;Enem;;;;;;
RJ - PARAÍBA DO SUL - 51872 CE LIONS CLUBE DE PARAIBA DO SUL - Segurança Pública;2016;Enem;;;;;;
RJ - PARAÍBA DO SUL - 51872 CE LIONS CLUBE DE PARAIBA DO SUL - Segurança Pública;2016;Enem;;;;;;
PI - TERESINA - 1663 Escola Municipal Moacir Madeira Campos - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;PI;PI - TERESINA;RM;
RN - PARNAMIRIM - 50233 EM PROFA FRANCISCA FERNANDES DA ROCHA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RN;RN - PARNAMIRIM;RM;
RN - PARNAMIRIM - 50248 EM PROFA FRANCISCA BEZERRA DE SOUZA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RN;RN - PARNAMIRIM;RM;
MA - HUMBERTO DE CAMPOS - 754 Escola Municipal Professora Lena Maria Araújo Silva - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MA;MA - HUMBERTO DE CAMPOS;RM;
CE - ITAPIPOCA - 55701 PATRONATO NSA SRA DAS MERCES - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;CE;CE - ITAPIPOCA;RNC;
SP - DIADEMA - 54319 EE DIADEMA - Segurança Pública - Atentados contra locais de Exame (invasão / incêndio / depredação);2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Atentados contra locais de Exame (invasão / incêndio / depredação);SP;SP - DIADEMA;RM;
SP - CARAPICUIBA - 54192 EE PROFA APARECIDA DE FATIMA SILVA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - CARAPICUIBA;RM;
SP - JACAREI - 53923 FAC ANHANGUERA - CAMPUS JACAREI II - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - JACAREI;RM;
DF - BRASILIA - 9221 CEF 115 do Recanto das Emas - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;DF;DF - BRASILIA;RM;
PA - SAO MIGUEL DO GUAMA - 5045 EMEF São Pedro - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - SAO MIGUEL DO GUAMA;RM;
PA - MAE DO RIO - 4951 Centro Educacional Rui Barbosa - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - MAE DO RIO;RM;
DF - BRASILIA - 9221 CEF 115 do Recanto das Emas - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;DF;DF - BRASILIA;RM;
DF - BRASILIA - 9220 CEF 113 do Recanto das Emas - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;DF;DF - BRASILIA;RM;
SP - São Vicente - 54376 EE ARMANDO VICTORIO BEI - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;SP;SP - São Vicente;RNC;
AL - MACEIÓ - 58054 COL NOSSA SENHORA APARECIDA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;AL;AL - MACEIÓ;RNC;
CE - Sobral - 55526 UVA UNIV EST VALE DO ACARAU - CAMPUS BETANIA - Abastecimento de água;2016;Enem;2. Implementação - Aplicação do exame;Abastecimento de Água;CE;CE - Sobral;RNC;
MA - SÃO LUÍS - 8009 CENTRO DE ENSINO DOUTOR JOÃO BACELAR PORTELA - ANTIGO CEMA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;MA;MA - SÃO LUÍS;RNC;
MA - SÃO LUÍS - 8106 UNICEUMA - RENASCENÇA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;MA;MA - SÃO LUÍS;RNC;
MA - SÃO JOSÉ DE RIBAMAR - 599 CENTRO DE ENSINO ESTADO DA GUANABARA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Documentação indevida;MA;MA - SÃO JOSÉ DE RIBAMAR;RNC;
RO - PORTO VELHO - P000023734 EEEF JORGE VICENTE SALAZAR DOS SANTOS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;RO;RO - PORTO VELHO;CMI;
ES - NOVA VENECIA - 3973 MULTIVIX - Faculdade de Nova Venécia - Segurança Pública - Outras ocorrências relevantes;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Outras ocorrências relevantes;ES;ES - NOVA VENECIA;RM;
CE - FORTALEZA - 56012 CEJA PROF MOREIRA CAMPOS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;CE;CE - FORTALEZA;RNC;
SP - REGISTRO - 54441 EE DR FABIO BARRETO - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SP;SP - REGISTRO;RNC;
SP - DIADEMA - 54347 EE JOSE MAURO DE VASCONCELOS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - DIADEMA;RNC;
MA - TIMON - 1071 CENTRO DE ENSINO MARIA CONCEIÇÃO TEÓFILO SILVA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MA;MA - TIMON;RNC;
PA - BUJARU - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - BUJARU;RM;
PA - BUJARU - 5160 EMEF Maria José de Oliveira Faro - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - BUJARU;RM;
SP - Mogi das Cruzes - 52550 EE PEDRO MALOZZE - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Tumulto em local de prova;SP;SP - Mogi das Cruzes;RNC;
DF - Brasília - 9144 Escola Classe 104 - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;DF;DF - Brasília;RNC;
MT - MARCELANDIA - 52866 EE ETELVINA FERREIRA DE CERQUEIRA DIAMANTE - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MT;MT - MARCELANDIA;RM;
PE - CAMARAGIBE - 57333 ESCOLA INTERNACIONAL DE ALDEIA EIA NAP - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PE;PE - CAMARAGIBE;RM;
MS - CORUMBA - 3503 Escola Tenir - Aplicação - Porte de arma;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;MS;MS - CORUMBA;RM;
MS - CORUMBA - 3494 ESCOLA ESTADUAL DOUTOR JOÃO LEITE DE BARROS - Aplicação - Porte de arma;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Porte de arma;MS;MS - CORUMBA;RM;
PB - JOAO PESSOA - 51465 UFPB - CENTRO DE CIENCIAS DA SAUDE - CCS - Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);PB;PB - JOAO PESSOA;RM;
SP - RIO CLARO - 53569 EE PROF ODILON CORREA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - RIO CLARO;RNC;
SP - MAIRIPORA - 52539 EE PROFA NIDE ZAIM CARDOSO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - MAIRIPORA;RM;
PA - BUJARU - 5158 EEEFM Dom Mário de Miranda Vilas Boas - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - BUJARU;RM;
ES - VITORIA - 3855 Faculdade Brasileira - MULTIVIX - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;ES;ES - VITORIA;RM;
ES - VITORIA - 3848 EMEF CECILIANO ABEL DE ALMEIDA - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;ES;ES - VITORIA;RM;
TO - TOCANTINÓPOLIS - 1246 CENTRO DE ENSINO MÉDIO DEPUTADO DARCY MARINHO - Emergências médicas;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;TO;TO - TOCANTINÓPOLIS;RNC;
SC - QUILOMBO - 53196 CCEJA (ANEXO A EEF JOAO PAULO I) - Aplicação - Dado Biométrico;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Dado Biométrico;SC;SC - QUILOMBO;RM;
SP - DIADEMA - 54324 EE CLAUDIO ABRAMO - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SP;SP - DIADEMA;RM;
SC - RIO DO SUL - 53163 UNIV PARA DESENV DO ALTO VALE DO ITAJAI - UNIDAVI - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;SC;SC - RIO DO SUL;RNC;
AP - MAZAGÃO - G707 EE DOM PEDRO I - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;AP;AP - MAZAGÃO;CMI;
SP - POA - 54073 EE PADRE SIMON SWITZAR - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SP;SP - POA;RM;
SC - ARARANGUÁ - 53361 UNISUL - UNIV DO SUL DE SANTA CATARINA - Emergências médicas;2016;Enem;2. Implementação - Aplicação do exame;Emergências Médicas - Acidentes no local de prova;SC;SC - ARARANGUÁ;RNC;
SC - BALNEÁRIO CAMBORIÚ - 53132 FAC AVANTIS - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);SC;SC - BALNEÁRIO CAMBORIÚ;RNC;
PB - ITABAIANA - G21728 EMEIEF SEBASTIAO RODRIGUES DE MELO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PB;PB - ITABAIANA;CMI;
SC - SAO FRANCISCO DO SUL - 53350 UNIVILLE - CAMPUS SAO FRANCISCO DO SUL - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
SP - DIADEMA - 54346 EE ADONIAS FILHO - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SP;SP - DIADEMA;RM;
SC - SAO FRANCISCO DO SUL - 53351 EEB SANTA CATARINA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
SC - SAO FRANCISCO DO SUL - 53352 EEB PROFA CLAURINICE VIEIRA CALDEIRA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
RS - PORTO ALEGRE - 8462 FACULDADE DE DESENVOLVIMENTO DO RIO GRANDE DO SUL -FADERGS  URUGUAI - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;RS;RS - PORTO ALEGRE;RNC;
SC - SAO FRANCISCO DO SUL - 53353 IFC - INSTITUTO FEDERAL CATARINENSE - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
SC - SAO FRANCISCO DO SUL - 53354 EM DR ROGERIO ZATTAR - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
SC - SAO FRANCISCO DO SUL - 53355 SENAI/SC - CAMPUS SAO FRANCISCO DO SUL - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SC;SC - SAO FRANCISCO DO SUL;RM;
SE - ARACAJU - 3132 INSTITUTO DOM FERNANDO GOMES - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Comportamento inadequado (participante ou acompanhante de lactante);SE;SE - ARACAJU;RNC;
CE - FORTALEZA - 56009 COL LOURENÇO FILHO - SEDE PARANGABA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;CE;CE - Fortaleza;RNC;
CE - FORTALEZA - 56009 COL LOURENÇO FILHO - SEDE PARANGABA - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;CE;CE - FORTALEZA;RNC;
SP - SAO PAULO - 58449 EE GODOFREDO FURTADO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - SAO PAULO;RM;
SE - SIMAO DIAS - 3368 Colégio Estadual Doutor Mílton Dortas - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - SIMAO DIAS;RM;
SP - SAO PAULO - 58449 EE GODOFREDO FURTADO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - SAO PAULO;RM;
DF - Brasília - 9205 CEF 15 do Gama - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Boletim de ocorrência;DF;DF - Brasília;RNC;
PA - BUJARU - 5158 EEEFM Dom Mário de Miranda Vilas Boas - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PA;PA - BUJARU;RM;
TO - SITIO NOVO DO TOCANTINS - 1145 Escola Estadual Manoel Estêvão de Sousa - Eliminação de Participantes - Porte de material proibido em edital;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;TO;TO - SITIO NOVO DO TOCANTINS;RM;
MS - Três Lagoas - 3399 Associação de Ensino e Cultura de Mato Grosso do Sul - AEMS - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Abertura e fechamento dos portões;MS;MS - Três Lagoas;RNC;
RJ - RIO DAS OSTRAS - 51627 EM PADRE JOSE DILSON DOREA - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;RJ;RJ - RIO DAS OSTRAS;RNC;
SE - CARIRA - 3190 Escola Municipal Aroaldo Chagas - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - CARIRA;RM;
SE - SIMAO DIAS - 3374 Escola Municipal Carvalho Neto - Segurança Pública - Perturbação sossego público;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SE;SE - SIMAO DIAS;RM;
AL - MACEIÓ - 58049 COL TIRADENTES - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;AL;AL - MACEIÓ;RNC;
MS - CAMPO GRANDE - 3526 Escola Municipal Padre Heitor Castoldi - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;MS;MS - CAMPO GRANDE;RM;
SC - Florianópolis - 53279 UFSC - UNIV FEDERAL DE SANTA CATARINA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;SC;SC - Florianópolis;RNC;
SC - Florianópolis - 53279 UFSC - UNIV FEDERAL DE SANTA CATARINA - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;SC;SC - Florianópolis;RNC;
TO - GUARAI - 1262 Colégio Comercial Impacto - Eliminação de Participantes - Porte de material proibido em edital;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de material proibido em edital;TO;TO - GUARAI;RM;
RS - Canoas - 8386 Universidade Luterana do Brasil (ULBRA) - Aplicação;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Abertura e fechamento dos portões;RS;RS - Canoas;RNC;
RO - CACOAL - 345 Fanorte - Aplicação - Infraestrutura;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;RO;RO - CACOAL;RM;
GO - URUACU - 4194 Colégio Estadual Aeroporto - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;GO;GO - URUACU;RM;
SP - GUARULHOS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - GUARULHOS;RM;
SP - SAO VICENTE - 54375 EE DEPUTADO ANTONIO MOREIRA COELHO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - SAO VICENTE;RM;
SP - SAO VICENTE - 54375 EE DEPUTADO ANTONIO MOREIRA COELHO - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - SAO VICENTE;RM;
SP - SUZANO - 54114 EE PROFA ALICE ROMANOS - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;SP;SP - SUZANO;RM;
SP - PONTAL - 52405 EE PROFA YOLANDA LUIZ SICHIERI - Segurança Pública;2016;Enem;2. Implementação - Aplicação do exame;Segurança Pública - Perturbação sossego público;SP;SP - PONTAL;RNC;
PR - ARAUCARIA - 55101 EM SEBASTIAO TAVARES DA SILVA EIEF - Aplicação - Infraestrutura;2016;Enem;2. Implementação - Aplicação do exame;Aplicação - Infraestrutura;PR;PR - ARAUCARIA;RM;
DF - BRASÍLIA - 9287 CENTRO UNIVERSITÁRIO DE BRASÍLIA UNICEUB - TAGUATINGA - Eliminação de Participantes;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;DF;DF - BRASÍLIA;RNC;
PI - Teresina - 1739 Instituto Camillo Filho (ICF) - Prédio V - Curso de Administração - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PI;PI - Teresina;RNC;
ES - VITORIA - 3854 Faculdade Brasileira - MULTIVIX - Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;2016;Enem;2. Implementação - Aplicação do exame;Eliminação de Participantes - Porte de equipamento eletrônico e/ou de comunicação;ES;ES - VITORIA;RM;
SP - SÃO PAULO - 58359 UNIV ANHEMBI MORUMBI - V - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;SP;SP - SÃO PAULO;RNC;
PI - Teresina - 1723 Associação de Ensino Superior do Piauí (AESPI) - Fátima - Energia Elétrica;2016;Enem;2. Implementação - Aplicação do exame;Energia Elétrica;PI;PI - Teresina;RNC;
SP - SãO PAULO - 58359 UNIV ANHEMBI MORUMBI - V - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;SP;SP - São Paulo;RNC;
SP - Limeira - 53632 FAC ANHANGUERA DE LIMEIRA - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Vunerabilidade;SP;SP - Limeira;RNC;
MA - SÃO JOSÉ DE RIBAMAR - 599 CENTRO DE ENSINO ESTADO DA GUANABARA - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Integridade do lacre metálico;MA;MA - SÃO JOSÉ DE RIBAMAR;RNC;
DF - Brasília - 9135 Faculdade CECAP - Malote;2016;Enem;2. Implementação - Aplicação do exame;Malote - Atraso na coleta de malotes;DF;DF - Brasília;RNC;
